Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR,CGPA,Research,Chance of Admit,JEE_Score,University
354,315.0,117.0,4.0,2.2,3.0,10.0,1,0.793,342,IIT
355,316.0,119.0,4.0,3.5,3.7,8.88,0,0.766,337,NIT
356,305.0,94.0,3.0,4.7,3.3,8.49,1,0.817,310,Manipal
357,316.0,113.0,2.0,2.4,4.0,9.0,1,0.885,327,IIT
358,313.0,101.0,2.0,3.3,3.9,9.17,0,0.722,321,Manipal
359,320.0,110.0,4.0,4.5,4.0,8.8,0,0.725,299,SRM
360,307.0,96.0,4.0,2.8,3.3,8.89,0,0.679,305,Symbiosis
361,322.0,110.0,3.0,4.3,3.9,10.0,1,0.905,321,IIT
362,334.0,102.0,2.0,3.8,3.5,8.25,1,0.79,337,IIT
363,315.0,104.0,3.0,2.7,3.7,7.31,0,0.678,330,SRM
364,321.0,105.0,3.0,2.8,3.2,7.5,1,0.786,282,SRM
365,324.0,103.0,4.0,1.3,2.9,9.61,1,0.726,327,IIT
366,312.0,103.0,4.0,3.5,3.0,9.26,1,0.825,354,IIT
367,319.0,105.0,3.0,3.2,4.6,8.02,1,0.82,289,SRM
368,317.0,106.0,5.0,4.7,5.0,9.52,1,0.925,309,BITS Pilani
369,318.0,109.0,5.0,3.2,3.3,7.7,1,0.809,313,NIT
370,308.0,119.0,3.0,2.9,3.4,7.52,1,0.81,322,NIT
371,317.0,101.0,5.0,3.0,1.5,8.21,1,0.761,310,NIT
372,322.0,108.0,2.0,2.5,3.3,8.76,0,0.701,355,BITS Pilani
373,333.0,112.0,4.0,4.7,2.2,9.53,0,0.75,360,IIT
374,327.0,103.0,2.0,5.0,4.6,8.58,0,0.757,344,NIT
375,340.0,93.0,3.0,2.6,2.2,8.23,1,0.796,343,IIT
376,308.0,96.0,3.0,2.8,4.2,7.58,0,0.674,360,Manipal
377,326.0,94.0,1.0,2.9,5.0,9.27,1,0.835,325,BITS Pilani
378,319.0,117.0,1.0,2.7,3.9,9.34,1,0.881,278,Manipal
379,340.0,111.0,2.0,3.8,2.4,8.73,0,0.709,360,IIT
380,307.0,112.0,5.0,4.1,3.2,8.77,0,0.693,300,SRM
381,307.0,113.0,3.0,1.7,3.4,8.47,0,0.712,311,SRM
382,310.0,104.0,4.0,5.0,4.1,9.18,1,0.866,352,IIT
383,292.0,120.0,1.0,3.7,1.8,8.08,1,0.806,252,Symbiosis
384,311.0,109.0,4.0,2.4,2.6,8.97,0,0.686,286,Symbiosis
385,308.0,107.0,4.0,2.4,5.0,7.77,0,0.758,271,Symbiosis
386,318.0,114.0,2.0,2.7,4.8,7.71,1,0.809,290,SRM
387,320.0,111.0,5.0,3.5,3.6,8.89,0,0.753,326,Manipal
388,338.0,115.0,2.0,5.0,2.5,8.98,1,0.842,345,IIT
389,327.0,116.0,3.0,5.0,3.2,8.48,0,0.761,331,NIT
390,310.0,105.0,5.0,3.5,4.3,9.43,1,0.758,280,Manipal
391,306.0,108.0,2.0,3.5,3.4,7.67,0,0.675,238,Symbiosis
392,322.0,102.0,2.0,2.3,3.4,7.84,0,0.745,308,Symbiosis
393,302.0,97.0,3.0,3.3,5.0,8.83,1,0.828,295,Manipal
394,337.0,112.0,2.0,3.8,3.8,8.55,0,0.765,347,BITS Pilani
395,330.0,113.0,4.0,2.7,3.0,8.47,0,0.707,339,NIT
396,311.0,95.0,1.0,2.1,4.4,8.05,0,0.656,313,Symbiosis
397,297.0,103.0,3.0,3.8,3.5,8.78,1,0.831,321,NIT
398,332.0,108.0,5.0,3.1,2.9,9.01,0,0.692,334,NIT
399,315.0,108.0,4.0,3.5,3.7,8.44,0,0.675,328,Manipal
400,330.0,120.0,3.0,4.5,5.0,8.82,1,0.918,303,BITS Pilani
401,298.0,103.0,3.0,2.9,4.3,8.94,0,0.708,308,SRM
402,310.0,106.0,3.0,1.4,3.8,8.92,1,0.781,321,BITS Pilani
403,317.0,111.0,3.0,3.8,2.8,9.7,1,0.784,350,IIT
404,317.0,105.0,4.0,4.5,4.9,9.53,1,0.893,313,BITS Pilani
405,311.0,104.0,4.0,2.9,4.2,8.4,1,0.869,325,BITS Pilani
406,324.0,104.0,3.0,3.7,3.3,8.86,1,0.813,320,BITS Pilani
407,304.0,109.0,4.0,2.0,4.6,7.91,1,0.759,297,SRM
408,315.0,106.0,4.0,1.3,4.8,9.08,1,0.829,336,IIT
409,318.0,111.0,2.0,4.2,2.3,7.93,0,0.716,257,Symbiosis
410,322.0,109.0,1.0,2.2,2.0,8.25,0,0.762,282,Symbiosis
411,325.0,90.0,3.0,2.7,3.4,8.07,0,0.704,280,Symbiosis
412,304.0,97.0,3.0,3.6,4.1,7.32,0,0.645,236,Symbiosis
413,299.0,104.0,3.0,3.8,3.6,7.7,1,0.807,276,Symbiosis
414,331.0,113.0,5.0,3.3,4.7,8.89,1,0.821,349,IIT
415,320.0,103.0,3.0,4.2,4.8,9.04,0,0.782,313,SRM
416,308.0,109.0,3.0,1.8,2.6,9.72,0,0.692,322,Manipal
417,334.0,111.0,2.0,3.4,3.0,8.39,0,0.703,356,BITS Pilani
418,318.0,110.0,4.0,3.4,2.8,7.5,1,0.767,342,BITS Pilani
419,330.0,104.0,2.0,4.0,3.0,8.17,1,0.873,314,NIT
420,317.0,100.0,4.0,2.6,3.4,8.94,1,0.784,347,IIT
421,340.0,99.0,3.0,3.6,3.1,9.34,0,0.726,336,NIT
422,336.0,120.0,3.0,3.8,3.4,7.34,0,0.758,296,Symbiosis
423,314.0,110.0,1.0,4.2,2.2,7.01,1,0.774,289,SRM
424,327.0,118.0,2.0,5.0,5.0,8.73,1,0.929,292,NIT
425,324.0,102.0,4.0,2.4,3.1,10.0,0,0.713,314,Manipal
426,332.0,115.0,4.0,3.0,3.6,8.28,1,0.822,322,BITS Pilani
427,306.0,104.0,3.0,1.4,4.8,8.24,1,0.804,326,NIT
428,324.0,107.0,3.0,1.5,2.8,8.94,1,0.764,360,IIT
429,328.0,105.0,3.0,3.8,5.0,8.73,1,0.847,287,Manipal
430,297.0,102.0,3.0,3.7,3.9,7.83,0,0.711,298,Symbiosis
431,303.0,102.0,2.0,4.8,4.1,8.93,1,0.867,282,SRM
432,293.0,107.0,2.0,4.9,4.3,8.04,0,0.72,305,Symbiosis
433,313.0,104.0,2.0,1.9,3.8,9.35,0,0.755,327,Manipal
434,325.0,108.0,2.0,2.7,3.2,8.11,1,0.78,271,SRM
435,333.0,102.0,3.0,3.9,4.3,8.66,1,0.865,346,IIT
436,317.0,111.0,2.0,4.2,3.3,8.53,0,0.782,304,SRM
437,335.0,104.0,3.0,2.3,3.9,9.52,1,0.85,320,IIT
438,301.0,117.0,2.0,2.0,1.9,8.99,1,0.739,282,Manipal
439,297.0,107.0,1.0,3.3,3.9,8.35,1,0.82,287,SRM
440,316.0,107.0,2.0,2.1,4.6,8.79,1,0.842,324,BITS Pilani
441,321.0,117.0,3.0,3.7,4.9,8.09,1,0.825,315,NIT
442,316.0,104.0,2.0,3.6,3.3,8.48,0,0.74,327,Manipal
443,293.0,105.0,5.0,2.9,3.2,9.14,1,0.81,314,NIT
444,315.0,103.0,4.0,1.8,2.4,8.05,0,0.642,349,NIT
445,302.0,108.0,4.0,3.3,3.1,8.88,1,0.862,298,Manipal
446,324.0,103.0,5.0,4.3,2.2,9.19,1,0.828,292,Manipal
447,321.0,112.0,2.0,3.0,4.6,8.37,0,0.772,344,NIT
448,306.0,107.0,1.0,2.8,4.9,8.7,1,0.817,298,Manipal
449,311.0,112.0,2.0,2.1,2.2,8.63,1,0.725,337,IIT
450,305.0,112.0,3.0,3.4,3.3,8.33,1,0.827,323,BITS Pilani
451,316.0,104.0,4.0,2.1,4.2,8.25,1,0.81,313,NIT
452,327.0,103.0,3.0,4.5,2.8,9.28,1,0.833,341,IIT
453,305.0,105.0,3.0,3.3,2.9,8.39,1,0.772,352,IIT
454,322.0,107.0,4.0,3.3,2.9,8.0,1,0.819,360,IIT
455,310.0,109.0,4.0,3.1,3.5,8.83,1,0.814,313,NIT
456,308.0,110.0,2.0,2.6,3.9,8.68,1,0.815,321,BITS Pilani
457,315.0,107.0,2.0,3.8,2.7,9.09,1,0.807,350,IIT
458,305.0,103.0,5.0,3.6,4.1,7.67,0,0.733,281,Symbiosis
459,310.0,104.0,2.0,5.0,3.2,8.93,0,0.759,325,Manipal
460,303.0,110.0,4.0,3.7,2.9,7.17,0,0.673,292,Symbiosis
461,339.0,103.0,3.0,5.0,2.7,9.26,1,0.887,346,IIT
462,317.0,111.0,5.0,2.4,2.9,9.56,1,0.826,310,BITS Pilani
463,309.0,111.0,3.0,3.0,3.3,7.19,1,0.807,260,Symbiosis
464,319.0,117.0,4.0,4.1,4.8,9.56,1,0.885,270,Manipal
465,315.0,104.0,2.0,4.9,1.5,8.58,1,0.809,291,Manipal
466,314.0,105.0,2.0,2.9,3.6,8.46,1,0.838,298,Manipal
467,323.0,93.0,3.0,2.5,4.4,8.31,1,0.833,310,Manipal
468,325.0,101.0,2.0,4.9,4.1,7.78,1,0.8,360,IIT
469,310.0,101.0,2.0,4.9,3.9,8.7,1,0.815,329,BITS Pilani
470,310.0,110.0,5.0,1.6,3.6,8.03,0,0.673,282,Symbiosis
471,313.0,118.0,3.0,4.3,5.0,8.56,0,0.811,330,Manipal
472,290.0,111.0,4.0,3.5,4.0,8.81,1,0.824,290,Manipal
473,299.0,113.0,5.0,2.7,4.8,9.13,0,0.751,313,SRM
474,332.0,103.0,3.0,3.1,3.5,8.62,0,0.701,330,Manipal
475,335.0,100.0,3.0,2.7,4.7,8.28,1,0.803,341,IIT
476,314.0,106.0,3.0,3.3,4.0,8.56,0,0.72,304,SRM
477,323.0,103.0,4.0,4.3,4.6,8.14,1,0.837,342,IIT
478,320.0,102.0,4.0,4.6,3.4,7.91,1,0.842,284,SRM
479,340.0,109.0,4.0,5.0,3.7,9.6,0,0.781,347,IIT
480,329.0,100.0,4.0,3.1,3.3,8.79,1,0.792,360,IIT
481,315.0,112.0,3.0,4.0,3.2,8.66,0,0.67,320,Manipal
482,306.0,105.0,3.0,3.6,3.3,9.17,1,0.735,351,IIT
483,298.0,107.0,2.0,3.5,2.6,9.2,0,0.774,315,SRM
484,319.0,108.0,4.0,4.4,3.2,8.85,1,0.846,325,BITS Pilani
485,308.0,104.0,5.0,4.3,5.0,9.15,0,0.828,307,SRM
486,300.0,115.0,3.0,3.5,4.5,8.9,0,0.761,302,SRM
487,309.0,97.0,5.0,2.9,4.4,8.35,1,0.743,293,SRM
488,304.0,115.0,4.0,3.5,3.6,9.11,1,0.857,320,BITS Pilani
489,336.0,105.0,2.0,2.9,3.9,6.98,1,0.828,295,SRM
490,326.0,113.0,2.0,3.5,3.8,9.22,1,0.876,352,IIT
491,316.0,108.0,2.0,3.0,4.1,8.18,1,0.801,338,BITS Pilani
492,333.0,112.0,3.0,4.8,2.9,8.86,1,0.871,337,IIT
493,317.0,106.0,4.0,3.9,1.0,7.84,0,0.679,303,Symbiosis
494,307.0,109.0,4.0,4.1,4.3,9.54,1,0.884,329,IIT
495,334.0,114.0,2.0,2.8,3.8,7.82,1,0.847,314,NIT
496,323.0,108.0,5.0,3.7,2.6,7.63,0,0.696,334,Manipal
497,305.0,115.0,2.0,3.5,3.3,8.07,1,0.837,256,Symbiosis
498,314.0,109.0,3.0,3.4,4.9,9.07,1,0.844,305,NIT
499,307.0,103.0,2.0,2.3,4.6,8.5,1,0.849,260,Symbiosis
500,301.0,105.0,2.0,5.0,5.0,9.4,0,0.754,270,Symbiosis
501,327.0,113.0,2.0,4.3,3.7,8.59,1,0.863,353,IIT
502,338.0,100.0,4.0,3.9,1.6,9.18,1,0.837,353,IIT
503,301.0,112.0,3.0,3.0,4.5,8.8,0,0.724,287,Symbiosis
504,323.0,105.0,2.0,4.3,3.9,8.58,0,0.731,282,Symbiosis
505,309.0,99.0,2.0,4.3,3.5,7.86,0,0.702,225,Symbiosis
506,311.0,108.0,5.0,2.7,3.7,8.61,0,0.685,297,Symbiosis
507,310.0,103.0,4.0,3.1,4.7,7.41,0,0.741,360,NIT
508,307.0,104.0,4.0,2.7,4.0,8.68,0,0.708,314,SRM
509,317.0,103.0,5.0,3.3,2.3,8.71,1,0.795,300,Manipal
510,307.0,108.0,5.0,2.3,2.4,7.18,1,0.756,315,Manipal
511,320.0,105.0,3.0,2.8,3.0,10.0,0,0.756,288,SRM
512,316.0,110.0,2.0,1.9,2.7,8.09,1,0.781,306,Manipal
513,314.0,113.0,5.0,3.3,4.0,7.25,1,0.851,302,Manipal
514,306.0,110.0,4.0,3.7,4.6,8.36,1,0.835,304,Manipal
515,310.0,118.0,2.0,2.5,3.3,7.73,0,0.71,320,SRM
516,325.0,120.0,2.0,3.6,3.9,8.44,1,0.884,321,BITS Pilani
517,322.0,105.0,1.0,2.0,3.7,10.0,1,0.768,347,IIT
518,305.0,100.0,2.0,2.4,2.7,8.53,1,0.763,291,SRM
519,318.0,105.0,3.0,3.9,3.1,8.4,0,0.758,340,Manipal
520,325.0,108.0,5.0,3.2,2.7,8.05,0,0.734,357,BITS Pilani
521,298.0,120.0,4.0,4.6,4.1,9.22,0,0.755,281,Symbiosis
522,323.0,105.0,3.0,3.3,1.9,8.73,0,0.704,302,SRM
523,309.0,109.0,4.0,3.5,3.8,9.03,1,0.821,344,IIT
524,323.0,103.0,2.0,3.8,2.7,8.29,1,0.768,309,NIT
525,308.0,105.0,2.0,3.5,4.1,9.85,1,0.834,352,IIT
526,296.0,100.0,3.0,3.4,4.2,8.46,1,0.783,287,SRM
527,298.0,98.0,4.0,3.0,5.0,9.25,1,0.874,344,IIT
528,317.0,115.0,3.0,1.2,3.5,9.29,1,0.752,326,IIT
529,319.0,114.0,4.0,3.3,2.0,9.9,0,0.761,330,BITS Pilani
530,306.0,105.0,3.0,2.4,2.6,9.14,1,0.748,350,IIT
531,324.0,114.0,2.0,3.7,3.9,8.01,1,0.846,303,NIT
532,298.0,99.0,3.0,4.3,3.3,8.16,0,0.761,277,Symbiosis
533,316.0,106.0,3.0,1.8,3.1,8.99,0,0.652,308,SRM
534,303.0,108.0,4.0,4.3,4.4,8.22,1,0.857,310,NIT
535,309.0,115.0,1.0,3.5,2.5,8.08,0,0.668,268,Symbiosis
536,317.0,108.0,5.0,2.9,3.6,8.48,1,0.828,330,BITS Pilani
537,307.0,111.0,2.0,4.0,3.1,8.79,1,0.822,300,NIT
538,312.0,104.0,3.0,3.2,3.8,8.24,0,0.683,335,Manipal
539,328.0,109.0,1.0,3.0,4.7,7.9,0,0.714,259,Symbiosis
540,310.0,115.0,4.0,1.9,3.2,8.36,0,0.659,292,Symbiosis
541,326.0,97.0,2.0,3.2,2.7,8.68,0,0.716,281,Symbiosis
542,304.0,114.0,2.0,4.1,4.8,8.62,1,0.828,295,Manipal
543,322.0,106.0,4.0,2.7,2.1,8.28,1,0.805,324,BITS Pilani
544,333.0,99.0,3.0,3.7,3.0,8.11,1,0.844,325,BITS Pilani
545,289.0,106.0,3.0,2.1,4.3,8.08,0,0.712,295,Symbiosis
546,307.0,115.0,4.0,2.4,3.1,8.76,1,0.753,299,NIT
547,323.0,104.0,4.0,2.6,4.3,8.39,1,0.839,328,BITS Pilani
548,314.0,109.0,3.0,1.8,4.1,8.92,0,0.733,293,Symbiosis
549,321.0,97.0,2.0,3.2,3.1,7.88,1,0.698,330,NIT
550,310.0,96.0,3.0,4.1,1.4,8.55,1,0.825,324,NIT
551,317.0,101.0,4.0,3.9,3.2,9.2,1,0.806,327,BITS Pilani
552,315.0,113.0,3.0,3.3,3.8,8.29,1,0.833,321,BITS Pilani
553,330.0,107.0,3.0,3.1,2.9,8.07,1,0.81,336,BITS Pilani
554,319.0,114.0,1.0,2.6,3.5,8.29,1,0.849,360,IIT
555,320.0,114.0,3.0,5.0,5.0,8.61,0,0.772,310,SRM
556,312.0,103.0,4.0,2.8,3.8,9.65,1,0.774,310,BITS Pilani
557,311.0,117.0,4.0,3.5,3.9,8.5,0,0.734,284,Symbiosis
558,312.0,104.0,3.0,3.3,2.1,9.0,0,0.696,295,Symbiosis
559,321.0,113.0,3.0,2.6,3.8,8.39,1,0.818,286,Manipal
560,312.0,113.0,2.0,2.5,3.6,9.49,0,0.711,300,SRM
561,320.0,108.0,5.0,4.8,3.2,8.77,1,0.933,317,BITS Pilani
562,340.0,108.0,3.0,4.7,3.8,9.03,1,0.88,347,IIT
563,326.0,109.0,5.0,3.6,5.0,8.43,1,0.891,320,BITS Pilani
564,313.0,108.0,3.0,2.7,1.8,9.37,1,0.807,302,NIT
565,330.0,105.0,2.0,3.9,4.5,9.94,1,0.9,360,IIT
566,312.0,104.0,3.0,3.3,3.5,8.97,1,0.824,329,BITS Pilani
567,293.0,105.0,2.0,2.4,2.5,8.33,0,0.662,290,Symbiosis
568,305.0,115.0,3.0,3.8,4.1,9.18,0,0.722,295,SRM
569,295.0,98.0,2.0,5.0,2.9,9.17,0,0.744,321,SRM
570,313.0,104.0,3.0,2.5,2.7,8.09,1,0.753,318,NIT
571,317.0,105.0,4.0,4.0,2.8,9.15,0,0.762,285,Symbiosis
572,335.0,106.0,5.0,4.0,3.2,9.07,0,0.74,330,NIT
573,320.0,109.0,2.0,5.0,2.1,9.27,1,0.83,331,IIT
574,314.0,99.0,4.0,1.8,2.2,8.79,1,0.793,292,Manipal
575,326.0,113.0,5.0,2.5,1.7,8.93,1,0.819,329,IIT
576,291.0,113.0,2.0,3.2,3.2,7.36,1,0.776,256,Symbiosis
577,319.0,111.0,1.0,4.6,2.9,8.7,1,0.83,350,IIT
578,325.0,106.0,2.0,2.5,2.4,8.0,1,0.824,348,IIT
579,300.0,103.0,3.0,2.7,3.4,8.59,0,0.689,295,Symbiosis
580,329.0,105.0,1.0,3.2,4.2,8.45,1,0.796,337,IIT
581,320.0,108.0,4.0,2.3,1.5,9.7,1,0.764,264,SRM
582,312.0,111.0,1.0,3.2,4.5,7.9,1,0.838,277,SRM
583,324.0,107.0,3.0,2.9,3.6,7.85,1,0.814,310,NIT
584,340.0,109.0,3.0,2.2,3.7,7.51,0,0.698,291,Symbiosis
585,319.0,105.0,4.0,3.9,4.5,8.44,1,0.823,337,IIT
586,319.0,109.0,4.0,4.5,4.1,8.26,0,0.72,356,BITS Pilani
587,311.0,106.0,5.0,3.4,2.7,9.14,0,0.729,283,Symbiosis
588,307.0,109.0,4.0,1.2,2.8,8.7,1,0.801,288,Manipal
589,326.0,96.0,2.0,3.7,4.0,7.5,0,0.702,327,SRM
590,307.0,110.0,3.0,2.3,3.5,8.58,0,0.706,349,NIT
591,317.0,110.0,4.0,2.7,2.6,7.6,1,0.774,277,Symbiosis
592,311.0,110.0,3.0,3.6,3.6,8.01,1,0.832,317,NIT
593,322.0,101.0,3.0,3.6,3.7,7.7,1,0.844,352,IIT
594,320.0,103.0,4.0,3.0,4.3,8.36,1,0.847,262,Symbiosis
595,328.0,102.0,3.0,2.1,3.2,8.97,1,0.821,301,NIT
596,311.0,109.0,3.0,1.5,2.8,9.13,1,0.758,308,NIT
597,313.0,111.0,2.0,3.8,3.3,9.44,1,0.851,306,BITS Pilani
598,305.0,103.0,4.0,3.6,3.0,8.89,0,0.705,330,Manipal
599,311.0,115.0,5.0,4.7,4.1,8.3,0,0.79,319,SRM
600,321.0,115.0,4.0,2.8,3.0,9.48,1,0.84,281,Manipal
601,325.0,108.0,2.0,2.9,5.0,8.48,1,0.831,333,IIT
602,306.0,109.0,2.0,1.9,3.2,9.12,1,0.81,306,NIT
603,326.0,97.0,1.0,3.2,2.9,9.37,1,0.781,356,IIT
604,332.0,104.0,3.0,3.9,3.2,8.24,0,0.708,309,SRM
605,321.0,100.0,4.0,3.1,5.0,9.18,1,0.86,303,NIT
606,338.0,102.0,2.0,3.5,4.0,9.04,1,0.859,354,IIT
607,308.0,110.0,2.0,4.7,4.1,8.85,0,0.812,332,Manipal
608,302.0,112.0,1.0,3.3,3.2,9.86,0,0.731,325,NIT
609,296.0,112.0,3.0,4.1,2.4,8.46,0,0.665,252,Symbiosis
610,333.0,109.0,2.0,3.0,2.4,7.93,1,0.771,333,BITS Pilani
611,324.0,110.0,2.0,3.3,3.0,8.59,1,0.755,295,Manipal
612,316.0,98.0,5.0,2.9,4.1,8.53,1,0.849,325,BITS Pilani
613,320.0,99.0,4.0,5.0,2.4,8.91,1,0.788,280,SRM
614,304.0,106.0,3.0,4.6,2.8,7.85,1,0.853,308,Manipal
615,340.0,111.0,3.0,3.5,3.0,9.3,0,0.743,316,Manipal
616,318.0,104.0,3.0,3.9,5.0,8.23,0,0.78,278,Symbiosis
617,318.0,99.0,4.0,4.4,4.4,8.58,0,0.764,332,Manipal
618,325.0,103.0,3.0,5.0,2.7,7.86,0,0.647,317,SRM
619,322.0,102.0,2.0,2.5,3.2,9.22,1,0.843,311,BITS Pilani
620,319.0,97.0,5.0,3.0,3.0,8.25,1,0.775,348,IIT
621,308.0,120.0,2.0,5.0,3.9,8.24,0,0.79,295,Symbiosis
622,322.0,115.0,5.0,3.4,4.5,8.93,0,0.829,324,Manipal
623,338.0,95.0,4.0,3.5,2.7,8.1,0,0.677,327,SRM
624,332.0,96.0,4.0,3.3,2.5,8.65,1,0.795,313,NIT
625,334.0,102.0,2.0,3.9,2.9,8.03,1,0.805,335,BITS Pilani
626,311.0,98.0,5.0,3.6,4.6,8.24,1,0.825,296,SRM
627,305.0,120.0,5.0,2.7,3.8,8.53,1,0.774,296,Manipal
628,315.0,102.0,2.0,2.8,2.8,8.23,1,0.845,344,IIT
629,317.0,109.0,3.0,3.9,4.6,8.61,0,0.739,290,Symbiosis
630,329.0,104.0,2.0,3.2,3.2,8.67,1,0.796,265,SRM
631,297.0,100.0,3.0,4.0,3.4,8.05,1,0.825,332,NIT
632,334.0,114.0,3.0,3.9,5.0,8.65,1,0.895,360,IIT
633,315.0,111.0,5.0,3.5,5.0,8.22,0,0.764,298,Symbiosis
634,312.0,107.0,1.0,4.0,3.7,8.91,1,0.841,267,SRM
635,305.0,120.0,4.0,3.7,3.9,8.9,1,0.9,307,NIT
636,298.0,109.0,4.0,3.6,3.5,9.61,1,0.857,303,NIT
637,326.0,104.0,2.0,2.0,3.7,8.77,0,0.754,319,Manipal
638,317.0,119.0,3.0,3.0,1.7,8.58,1,0.791,279,Manipal
639,302.0,110.0,2.0,2.8,3.1,7.61,1,0.753,303,Manipal
640,302.0,117.0,3.0,3.5,3.9,9.91,0,0.765,330,NIT
641,313.0,107.0,5.0,4.5,2.9,9.09,1,0.843,281,Manipal
642,335.0,90.0,2.0,4.0,2.6,8.52,0,0.723,349,NIT
643,314.0,98.0,3.0,3.1,4.3,8.48,1,0.813,360,IIT
644,299.0,114.0,2.0,4.6,1.6,8.34,1,0.8,299,Manipal
645,314.0,104.0,4.0,3.2,3.5,9.17,1,0.843,315,BITS Pilani
646,313.0,109.0,3.0,3.2,2.4,8.96,0,0.752,308,SRM
647,286.0,114.0,4.0,4.2,4.7,7.59,1,0.868,304,SRM
648,316.0,108.0,3.0,3.0,3.2,8.2,0,0.721,266,Symbiosis
649,314.0,102.0,2.0,3.1,2.7,8.5,0,0.712,328,Manipal
650,324.0,107.0,1.0,3.9,3.9,8.61,1,0.78,308,NIT
651,337.0,108.0,3.0,3.0,4.7,8.41,0,0.782,360,BITS Pilani
652,329.0,105.0,4.0,4.7,2.7,10.0,1,0.847,333,IIT
653,313.0,99.0,4.0,4.4,2.2,8.46,0,0.695,352,NIT
654,304.0,105.0,4.0,2.6,3.1,8.55,1,0.786,275,SRM
655,340.0,107.0,2.0,2.3,3.9,7.93,1,0.793,349,IIT
656,317.0,98.0,3.0,2.9,3.0,9.65,1,0.803,331,IIT
657,317.0,102.0,1.0,5.0,4.6,7.79,1,0.89,284,SRM
658,316.0,103.0,3.0,4.0,3.6,9.65,1,0.837,328,IIT
659,319.0,96.0,5.0,2.4,3.1,9.29,1,0.806,354,IIT
660,315.0,108.0,3.0,4.9,3.1,7.19,1,0.78,291,SRM
661,310.0,109.0,5.0,5.0,4.2,8.5,1,0.875,271,SRM
662,310.0,104.0,4.0,3.8,2.8,8.47,0,0.703,310,SRM
663,316.0,99.0,4.0,1.5,2.2,7.61,1,0.722,283,Symbiosis
664,310.0,110.0,4.0,3.5,3.1,9.12,1,0.804,309,NIT
665,308.0,111.0,4.0,3.8,3.7,8.57,0,0.688,304,SRM
666,318.0,108.0,3.0,5.0,2.6,7.85,1,0.857,265,Symbiosis
667,314.0,107.0,4.0,3.9,1.9,9.07,1,0.802,277,SRM
668,333.0,111.0,3.0,3.7,3.8,8.21,0,0.737,339,NIT
669,287.0,107.0,5.0,4.0,3.1,7.74,1,0.773,273,Symbiosis
670,329.0,102.0,5.0,5.0,3.3,8.44,1,0.848,257,Symbiosis
671,331.0,107.0,4.0,3.0,4.2,8.09,0,0.765,332,Manipal
672,293.0,105.0,3.0,4.0,3.6,8.47,0,0.725,302,Symbiosis
673,313.0,107.0,2.0,3.7,2.4,7.8,0,0.719,281,Symbiosis
674,312.0,113.0,4.0,2.5,1.8,8.4,1,0.789,272,SRM
675,301.0,100.0,3.0,2.4,3.9,8.7,1,0.756,328,BITS Pilani
676,308.0,108.0,2.0,3.6,4.1,8.84,0,0.703,334,Manipal
677,304.0,100.0,2.0,3.2,3.8,8.58,1,0.792,360,IIT
678,336.0,102.0,2.0,2.4,4.0,9.5,1,0.825,349,IIT
679,327.0,117.0,3.0,3.6,3.3,7.88,1,0.84,323,BITS Pilani
680,331.0,110.0,4.0,4.3,4.6,8.81,1,0.898,319,BITS Pilani
681,325.0,108.0,4.0,2.7,3.6,9.08,1,0.8,354,IIT
682,304.0,97.0,5.0,2.7,3.0,8.13,1,0.763,315,Manipal
683,311.0,106.0,4.0,2.0,4.7,8.37,1,0.838,333,BITS Pilani
684,322.0,95.0,4.0,3.4,3.6,8.16,0,0.68,303,Symbiosis
685,303.0,107.0,3.0,4.2,3.4,7.97,1,0.782,288,SRM
686,325.0,100.0,2.0,2.5,2.9,9.31,1,0.816,318,BITS Pilani
687,314.0,111.0,3.0,3.4,4.2,9.44,1,0.793,347,IIT
688,312.0,108.0,5.0,2.2,4.1,8.12,1,0.746,347,IIT
689,325.0,100.0,2.0,4.2,3.0,8.37,0,0.712,308,SRM
690,321.0,110.0,3.0,2.4,4.1,8.61,1,0.857,310,NIT
691,312.0,120.0,3.0,2.4,4.8,8.88,1,0.877,333,IIT
692,330.0,106.0,5.0,4.3,3.7,8.54,1,0.848,327,BITS Pilani
693,304.0,113.0,4.0,4.2,3.8,7.71,0,0.796,321,SRM
694,323.0,94.0,4.0,5.0,2.9,8.0,1,0.825,262,Symbiosis
695,323.0,110.0,3.0,5.0,2.7,8.46,1,0.854,305,NIT
696,313.0,104.0,1.0,2.4,2.4,9.48,1,0.793,304,NIT
697,320.0,106.0,3.0,4.8,3.1,7.77,0,0.728,252,Symbiosis
698,302.0,111.0,3.0,1.0,3.1,8.15,1,0.74,275,SRM
699,327.0,106.0,3.0,2.8,3.0,8.26,0,0.721,297,Symbiosis
700,314.0,97.0,2.0,2.5,5.0,8.9,1,0.849,307,NIT
701,311.0,116.0,2.0,3.0,2.8,8.61,1,0.817,343,IIT
702,328.0,98.0,4.0,3.7,1.8,7.74,1,0.78,315,NIT
703,309.0,102.0,3.0,2.3,3.9,8.6,1,0.781,283,SRM
704,301.0,108.0,3.0,3.7,4.5,7.74,1,0.791,294,SRM
705,299.0,108.0,1.0,3.9,3.1,8.77,1,0.886,327,BITS Pilani
706,323.0,110.0,3.0,4.9,3.5,9.01,0,0.799,301,SRM
707,302.0,108.0,4.0,3.0,2.5,7.75,1,0.749,275,Symbiosis
708,336.0,114.0,3.0,3.7,3.7,8.31,1,0.84,334,IIT
